ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
1000056498,No,Julius Boehm Pool,50 SE Clark Street,Issaquah,WA,98027,US,LEED-CI v2009,"","","",No,"Government Use: Local, City",17942,"",Public Assembly: Recreation,City of Issaquah Parks & Recreation,4/1/2015 0:00
1000056499,No,191 N Wacker Recertification,191 N Wacker,Chicago,IL,60606,US,LEED-EB:OM v2009,"","","",No,Investor: Insurance Company,778325,"",Office: Administrative/Professional,AZ/JH Co-Investment Venture (IL) IP,4/1/2015 0:00
1000056500,No,Union Square Housing,181 Washington Street,Somerville,MA,2143,US,LEED For Homes Multi Family Mid-Rise,"","","",No,"",46528,"",Multi-Family Mid-Rise,Somerville Community Corporation,4/1/2015 0:00
1000056501,No,Duke Eye Center,2351 Erwin Road,Durham,NC,27705,US,LEED-CS v2009,"","","",No,"Educational: University, Private",117543,"",Office: Medical (Non-Diagnostic),Duke University,4/1/2015 0:00
1000056503,No,The Beach Lab Sitges,The Beach Lab,Sitges,Barcelona,8870,ES,LEED v4 ID+C: Retail,"","","",No,Corporate: Privately Held,180,"",Retail: Other Retail,Beach Lab LTD.,4/1/2015 0:00
1000056505,No,AEROPORTO M. POLO VENEZIA - PRESIDIO VVF,"Viale G. Galilei, 30/1",Tessera - Venezia,VE,30173,IT,LEED Italia NC 2009,"","","",No,Government Use: Other (utility airp,17300,"",Public Order and Safety: Fire/Police Station,SAVE S.p.A.,4/2/2015 0:00
1000056506,No,GRP28,Estrada Ferreira Guedes - Potuvera,Itapecerica da Serra,SP,06885-150,BR,LEED-CS v2009,"","","",No,Corporate: Privately Held,302638,"",Warehouse: General,GRP28,4/2/2015 0:00
1000056508,No,Merritt Canton Redevelopment,3401 Boston St.,Baltimore,MD,21224,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,268700,"",Office: Mixed-Use,"Merritt Properties, LLC",4/2/2015 0:00
1000056509,No,MWEC Office Building,P.O. Box 1346,Williston,ND,58802,US,LEED v4 BD+C: NC,"","","",No,Corporate: Privately Held,75142,"",Office: Other Office,Mountrail Williams Electric Cooperative,4/2/2015 0:00
1000056510,No,VOLAR IV,39000 Tank Destroyer Blvd,Fort Hood,TX,76544,US,LEED-NC v2009,"","","",No,Government Use: Federal,307000,"",Lodging: Dormitory,USACE,4/1/2015 0:00
1000056511,No,Edison Electric Institute  - Phase 1-3,701 Pennsylvania Ave. NW,Washington,DC,20004,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,70409,"",Office: Administrative/Professional,Edison Electric Institute,4/1/2015 0:00
1000056512,No,Edelweiss,"37, chemin des Roches",Wakefield,QC,J0X 2G0,CA,LEED For Homes Single Family,"","","",No,"",1552,"",Single-Family (Detached),S/O,4/1/2015 0:00
1000056513,No,Dique IV,Juana Manso 295,CABA,Buenos Aires,C1107CBE,AR,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,122256,"",Office: Administrative/Professional,IRSA,4/1/2015 0:00
1000056514,No,Bouchard 710,Bouchard 710,CABA,Buenos Aires,C1106ABL,AR,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,341302,"",Office: Administrative/Professional,IRSA,4/1/2015 0:00
1000056515,No,GRP23,"Rua Dona Catharina Maria de Jesus, 400 - Bonsucesso",Guarulhos,SP,07175-500,BR,LEED-CS v2009,"","","",No,Corporate: Privately Held,179303,"",Warehouse: General,GRP23,4/2/2015 0:00
1000056516,No,Bronk Residence,7006 Silver Lake Dr,Rockford,MI,49341,US,LEED For Homes Single Family,"","","",No,"",4025,"",Single-Family (Detached),True North Homes,4/2/2015 0:00
1000056518,No,300 Campus Drive,300 Campus Drive,Florham Park,NJ,7932,US,LEED-EB:OM v2009,"","","",No,"",103535,"",Office: Mixed-Use,"\\\"\\\"",4/2/2015 0:00
1000056519,No,400 Campus drive,400 Campus Drive,Florham Park,NJ,7932,US,LEED-EB:OM v2009,"","","",No,"",182963,"",Office: Mixed-Use,"\\\"\\\"",4/2/2015 0:00
1000056520,No,Deer Haven Residence,7400 Deer Haven SE,Grand Rapids,MI,49546,US,LEED For Homes Single Family,"","","",No,"",3994,"",Single-Family (Detached),True North Homes,4/2/2015 0:00
1000056521,No,Fifth Third Bank,9990 Montgomery Road,Montgomery,OH,45242,US,LEED-NC v2009,"","","",No,Corporate: Publicly Traded,3934,"",Retail: Bank Branch,Fifth Third Bancorp,4/2/2015 0:00
1000056522,No,New Braves Ballpark,2675 Cobb Pkwy SE,Atlanta,GA,30339,US,LEED-NC v2009,"","","",No,"Government Use: Local, County",1100000,"",Public Assembly: Stadium/Arena,BRED CO LLC,4/2/2015 0:00
1000056525,No,Overton Cluster Elementary School,4529 Nolensville Pike,Nashville,TN,37211,US,LEED FOR SCHOOLS v2009,"","","",No,"Educational: K-12 School, Public",108457,"",Core Learning Space: K-12 Elementary/Middle School,Metropolitan Nashville Public Schools,4/2/2015 0:00
1000056526,No,HCCC STEM Building,282 Academy St,Jersey City,NJ,7306,US,LEED-NC v2009,"","","",No,"Educational: Community College, Pub",74000,"",Core Learning Space: College/University,Hudson County Community College,4/2/2015 0:00
1000056527,No,Pendleton West Renovation and Addition,106 Central Street,Wellesley,MA,2481,US,LEED-NC v2009,"","","",No,"Educational: College, Private",57805,"",Core Learning Space: College/University,Wellesley College,4/2/2015 0:00
1000056528,No,The Promontory,416 Higuera St.,San Luis Obispo,CA,93401,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,40000,"",Office: Administrative/Professional,Rossi Enterprises,4/2/2015 0:00
1000056529,No,VMTH Clinical Simulation Lab - Addition,1945 SW 16th Ave,Gainesville,FL,32608,US,LEED-NC v2009,"","","",No,"Educational: University, Public",15975,"",Core Learning Space: College/University,UF,4/2/2015 0:00
1000056530,No,Highland Park Mausoleum,21400 Chagrin Boulevard,Highland Hills,OH,44121,US,LEED-CI v2009,"","","",No,"Government Use: Local, City",5000,"",Office: Government,City of Cleveland,4/2/2015 0:00
1000056531,No,Tusculum Elementary School,4917 Nolensville Road,Nashville,TN,37211,US,LEED FOR SCHOOLS v2009,"","","",No,"Educational: K-12 School, Public",98500,"",Core Learning Space: K-12 Elementary/Middle School,Metropolitan Nashville Public Schools,4/2/2015 0:00
1000056533,No,200 West Adams Recertification,200 West Adams,Chicago,IL,60606,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,789024,"",Office: Mixed-Use,"200 West Adams Associates NF, LLC",4/2/2015 0:00
1000056535,No,Ft Shafter Dental Clinic,Building 339,Ft Shafter,HI,96858,US,LEED-HC v2009,"","","",No,Government Use: Federal,11568,"",Healthcare: Clinic/Other Outpatient,Ft Shafter,4/2/2015 0:00
1000056537,No,Seba Office Boulevard - A Block,Ayazaga Mah. Cendere Cad. Yolu No:13,Istanbul,Istanbul,34396,TR,LEED-CS v2009,"","","",No,"",10000,"",Office: Administrative/Professional,"\\\"\\\"",4/3/2015 0:00
1000056538,No,Seba Office Boulevard - B Block,Ayazaga Mah. Cendere Cad. Yolu No:13,Istanbul,Istanbul,34396,TR,LEED-CS v2009,"","","",No,"",10000,"",Office: Administrative/Professional,"\\\"\\\"",4/3/2015 0:00
1000056539,No,Airlines for America,1275 Pennsylvania Ave. NW,Washington,DC,20004,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,35000,"",Office: Administrative/Professional,Airlines for America,4/3/2015 0:00
1000056542,No,Seba Office Boulevard - C Block,Ayazaga Mah. Cendere Cad. Yolu No:13,Istanbul,Istanbul,34396,TR,LEED-CS v2009,"","","",No,"",10000,"",Office: Administrative/Professional,"\\\"\\\"",4/3/2015 0:00
1000056543,No,Seba Office Boulevard - D Block,Ayazaga Mah. Cendere Cad. Yolu No:13,Istanbul,Istanbul,34396,TR,LEED-CS v2009,"","","",No,"",10000,"",Office: Administrative/Professional,"\\\"\\\"",4/3/2015 0:00
1000056544,No,Virginia War Memorial Expansion,621 South Belvidere Street,Richmond,VA,23220,US,LEED-NC v2009,"","","",No,Government Use: State,20000,"",Public Assembly: Other Assembly,Virginia department of General Services,4/3/2015 0:00
1000056545,No,Grissom Fire Annex - 130004,434 SPT/CEF Bldg. 474,Grissom ARB,IN,46971,US,LEED-NC v2009,"","","",No,Government Use: Federal,2000,"",Office: Government,United States Corps of Engineers,4/3/2015 0:00
1000056546,No,UW - Life Sciences Building,University of Washington,Seattle,WA,98195,US,LEED-NC v2009,"","","",No,"Educational: Community College, Pub",125000000,"",Core Learning Space: College/University,University of Washington,4/3/2015 0:00
1000056550,No,Concordia College Integrated Science,901 8th Street S.,Moorhead,MN,56562,US,LEED-NC v2009,"","","",No,"Educational: College, Private",138000,"",Core Learning Space: College/University,Concordia College,4/3/2015 0:00
1000056551,No,Broken Wing II,2121 Wicomico Street,Baltimore,MD,21230,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,37500,"",Industrial Manufacturing,"Broken Wing II, LLC",4/3/2015 0:00
1000056552,No,Fort Smith Consolidated Mission Facility,Warthog Lane,Fort Smith,AR,72903,US,LEED-NC v2009,"","","",No,Government Use: Federal,40000,"",Office: Government,AR Air National Guard,4/3/2015 0:00
1000056553,No,HMS Seeley Mudd 2nd Floor,250 Longwood Ave,Boston,MA,2115,US,LEED-CI v2009,"","","",No,"Educational: College, Private",8756,"",Core Learning Space: College/University,Harvard University,4/3/2015 0:00
1000056558,No,801 Brannan Street,801 Brannan Street,San Francisco,CA,94103,US,LEED For Homes Multi Family Mid-Rise,"","","",No,"",499060,"",Multi-Family Mid-Rise,Equity Residential,4/3/2015 0:00
1000056563,No,USU Romney Stadium Remodel,1000 N 800 E,Logan,UT,84341,US,LEED-NC v2009,"","","",No,"Educational: University, Public",72000,"",Public Assembly: Stadium/Arena,Utah State University Facilities PD&C,4/3/2015 0:00
1000056576,No,199A-IKG,Plot No. 393,Gurgaon,Haryana,122002,IN,LEED India 2011 CS,"","","",No,Corporate: Privately Held,100000,"",Office: Mixed-Use,Kochar Infrastructure,4/4/2015 0:00
1000056577,No,188 Warburton,188 Warburton Avenue,Yonkers,NY,10701,US,LEED For Homes Multi Family Mid-Rise,"","","",No,"",66833,"",Multi-Family Mid-Rise,"The Community Builders, Inc.",4/6/2015 0:00
1000056578,No,IFC Recertification,"2121 Pennsylvania Avenue, NW",Washington,DC,20433,US,LEED-EB:OM v2009,"","","",No,Non-Profit (that do not fit into ot,882174,"",Office: Financial,International Finance Corporation,4/6/2015 0:00
1000056583,No,Wilo Kazakhstan,pos. Bayserke,Almaty,Almatynskaia,40704,KZ,LEED-NC v2009,"","","",No,Corporate: Privately Held,28000,"",Office: Mixed-Use,Wilo Central Asia LLP,4/6/2015 0:00
1000056585,No,Project Sunlight,"126 Beolmal-ro, Dongan-gu, Anyang-si, Gyeonggi-do, Korea",Anyang,Kyonggi-do,431-060,KR,LEED-CI v2009,"","","",No,Corporate: Privately Held,50721,"",Laboratory,Bureau Veritas CPS,4/6/2015 0:00
1000056586,No,C&W Tampa Office,201 North Franklin Street,Tampa,FL,33602,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,14712,"",Office: Administrative/Professional,Cushman & Wakefield,4/6/2015 0:00
1000056587,No,PNC Ridgewood Wealth Management & Branch,257 E Ridgewood Avenue,Ridgewood,NJ,7032,US,LEED-CI v2009,"","","",No,Investor: Bank,8763,"",Office: Financial,PNC Financial Services Group,4/6/2015 0:00
1000056588,No,Metropolitan Police Department,64 New York Avenue NE,Washington,DC,20002,US,LEED-CI v2009,"","","",No,"Government Use: Local, City",15980,"",Office: Government,The Department of General Services,4/6/2015 0:00
1000056592,No,Protective Services Division,64 New York Avenue NE,Washington,DC,20002,US,LEED-CI v2009,"","","",No,"Government Use: Local, City",23787,"",Office: Government,The Department of General Services,4/6/2015 0:00
1000056603,No,Technopolis Beta,3 J. Balcikonio gatve,Vilnius,"\\\"\\\"",8200,LT,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,241729,"",Office: Mixed-Use,Technopolis Plc,4/7/2015 0:00
1000056604,No,Technopolis Gama,7 J. Balcikonio gatve,Vilnius,"\\\"\\\"",8200,LT,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,123604,"",Office: Mixed-Use,Technopolis Plc,4/7/2015 0:00
1000056606,No,Goodman Logistics Center Compton,2917 W. Rosecrans Avenue,Compton,CA,90059,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,102150,"",Warehouse: Nonrefrigerated Distribution/Shipping,Goodman Birtcher,4/7/2015 0:00
1000056607,No,MEDLINE RENAISSANCE BUILDING 3,1960 W. Miro Way,Rialto,CA,92376,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,1070320,"",Warehouse: Nonrefrigerated Distribution/Shipping,"Medline Industries, Inc",4/7/2015 0:00
1000056608,No,Playa Vista Parcels 1 & 2,12105 W. Waterfront Drive,Los Angeles,CA,90094,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,423057,"",Office: Mixed-Use,Tishman Speyer,4/7/2015 0:00
1000056610,No,Nike Shanghai YSP Store,"No. 2866, Yang Shu Pu Road, Yangpu District, Shanghai",Shanghai,Shanghai,200082,CN,LEED-CI Retail v2009,"","","",No,Corporate: Privately Held,11750,"",Retail: Other Retail,Nike Sport (China) Co. Ltd,4/6/2015 0:00
1000056611,No,Technopolis Alfa,1 V. Gerulaicio gatve,Vilnius,"\\\"\\\"",8200,LT,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,97846,"",Office: Mixed-Use,Technopolis Plc,4/7/2015 0:00
1000056613,No,"JUDSON ROBINSON,SR. PARK&COMMUNITY CENTE",1422 Ledwicke Street,Houston,TX,77029,US,LEED-NC v2009,"","","",No,"Government Use: Local, City",12762,"",Public Assembly: Recreation,City of Houston/Houston Parks&Recreation,4/7/2015 0:00
1000056615,No,20 North Clark Street,20 North Clark Street,Chicago,IL,60602,US,LEED-EB:OM v2009,"","","",No,Investor: Investment Manager,441860,"",Office: Mixed-Use,UBS Realty Investors,4/7/2015 0:00
1000056616,No,Le Bonheur Children's Hospital Office,848 Adams Avenue,Memphis,TN,38103,US,LEED-NC v2009,"","","",No,Non-Profit (that do not fit into ot,56181,"",Office: Medical (Non-Diagnostic),Methodist Healthcare Family,4/7/2015 0:00
1000056619,No,Converse Factory Store: Pooler,200 Tanger Outlet Blvd.,Pooler,GA,31322,US,LEED-CI Retail v2009,"","","",No,Corporate: Publicly Traded,3447,"",Retail: Other Retail,Converse,4/7/2015 0:00
1000056620,No,Oficina SMA,Teatinos 280 Piso 8 y 9,Santiago,RM - Santiago,8340434,CL,LEED-CI v2009,"","","",No,Government Use: Federal,22174,"",Office: Government,Superintendencia del Medio Ambiente,4/7/2015 0:00
1000056622,No,United Airlines Lounge,San Francisco International Airport,San Francisco,CA,94128,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,6279,"",Other,United Airlines,4/7/2015 0:00
1000056624,No,BMBS New Beijing Training Center,Wangjing B15 Cultural Entertainment Project,Beijing,Beijing,100102,CN,LEED-CI v2009,"","","",No,Corporate: Publicly Traded,113021,"",Office: Mixed-Use,Beijing Mercedes-Benz Sales Service,4/7/2015 0:00
1000056628,No,"Dept. of Mental Health - Riverside, CA",2085 Rustin Avenue,Riverside,CA,92507,US,LEED-CI v2009,"","","",No,"Government Use: Local, County",162083,"",Office: Medical (Non-Diagnostic),County of Riverside,4/8/2015 0:00
1000056633,No,UCA Lewis Science Center Addition,Bruce Street,Conway,AR,72034,US,LEED-NC v2009,"","","",No,"Educational: College, Public",37200,"",Core Learning Space: College/University,University of Central Arkansas,4/8/2015 0:00
1000056634,No,Two Financial Center,60 South Street,Boston,MA,2111,US,LEED-EB:OM v2009,"","","",No,Investor: Investment Manager,294909,"",Office: Mixed-Use,LPC,4/8/2015 0:00
1000056639,No,Beverly Hilton Revitalization Plan,9876 Wilshire Boulevard,Beverly Hills,CA,90210,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,230995,"","Lodging: Hotel/Motel/Resort, Full Service",Oasis West Realty LLC,4/8/2015 0:00
1000056640,No,One Union Square Recertification,600 University Street,Seattle,WA,98101,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,794592,"",Office: Mixed-Use,Washington Real Estate Holdings,4/8/2015 0:00
1000056641,No,Harrison Residence,23 Vanguard Way,Dallas,TX,75243,US,LEED For Homes Single Family,"","","",No,"",2876,"",Single-Family (Detached),Harrison & Hull LLP,4/8/2015 0:00
1000056646,No,Two Union Square Recertification,601 Union Street,Seattle,WA,98101,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,1735079,"",Office: Mixed-Use,Washington Real Estate Holdings,4/8/2015 0:00
1000056647,No,SILVER FLAG FIRE RESCUE & EMERG MGMT TRN,XXX,Andersen AFB,"\\\"\\\"",XXXX,GU,LEED-NC v2009,"","","",No,Government Use: Federal,6789,"",Public Order and Safety: Fire/Police Station,Naval Facilities Engineering Comman,4/8/2015 0:00
1000056648,No,World Resources Institute,"10 G Street, NE",Washington,DC,20002,US,LEED-CI v2009,"","","",No,Non-Profit (that do not fit into ot,61550,"",Office: Administrative/Professional,World Resources Institute,4/8/2015 0:00
1000056649,No,"Chase Dining Hall, Wheaton College",26 E. Main St.,Norton,MA,2766,US,LEED-NC v2009,"","","",No,"Educational: College, Private",12000,"",Other,Wheaton College,4/8/2015 0:00
1000056651,No,1515 K Street Recertification,1515 K Street,SACRAMENTO,CA,95814,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,149512,"",Office: Mixed-Use,Lycette Properties,4/8/2015 0:00
1000056656,No,Xintong Financial Tower,Baoan Central area,Shenzhen,Guangdong,518000,CN,LEED-NC v2009,"","","",No,Investor: Bank,1005765,"",Office: Financial,Shenzhen Rural Commercial Bank,4/8/2015 0:00
1000056664,No,Kavci Hory Office Park,"Na H#ebenech II/ 8,10",Prague,Praha,140 00,CZ,LEED-EB:OM v2009,"","","",No,"Investor: REIT, Publicly traded",454610,"",Office: Administrative/Professional,4P-Immo.Praha s.r.o.,4/9/2015 0:00
1000056672,No,Pavello Operacions Hospital de St Pau,"Av. Sant Antoni Maria Claret,  # 167",Barcelona,Barcelona,8025,ES,LEED-NC v2009,"","","",No,Community Development Corporation o,12909,"",Office: Administrative/Professional,Fundaci_ Priv. Hospital Sta Creu-St Pau,4/9/2015 0:00
1000056678,No,Converse Factory Store: Gloucester,1125 S Blackhorse Pike,Blackwood,NJ,8012,US,LEED-CI Retail v2009,"","","",No,Corporate: Publicly Traded,3851,"",Retail: Other Retail,Converse,4/9/2015 0:00
1000056685,No,Westlake Park Place - Building E,3075 Townsgate Road,Thousand Oaks,CA,91361,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,62002,"",Office: Mixed-Use,"Westlake Plaza Center East, LLC",4/9/2015 0:00
1000056686,No,UCDHS North Addition,2315 Stockton Blvd.,Sacramento,CA,95817,US,LEED-NC v2009,"","","",No,"Educational: University, Public",130000,"",Office: Administrative/Professional,UC Davis Health System,4/9/2015 0:00
1000056687,No,Grace Community Church Phase 1,7001 Boyette Road,Wesley Chapel,FL,33545,US,LEED-NC v2009,"","","",No,Religious,6952,"",Religious Worship,Grace Community Church of Wesley Chapel,4/9/2015 0:00
1000056688,No,Townhomes at Library Park,"\\\"\\\"","\\\"\\\"","\\\"\\\"","\\\"\\\"",US,LEED-HOMES v2008,"","","",No,"",0,"","","\\\"\\\"",4/9/2015 0:00
1000056692,No,Converse Factory Store: Katy Mills,5000 Katy Mills Circle,Katy,TX,77494,US,LEED-CI Retail v2009,"","","",No,Corporate: Publicly Traded,3993,"",Retail: Other Retail,Converse,4/9/2015 0:00
1000056694,No,Folsom Corporate Center,2365 Iron Point Road,Folsom,CA,95630,US,LEED-EB:OM v2009,"","","",No,Investor: Investment Manager,155000,"",Office: Mixed-Use,UBS Realty Investors LLC,4/9/2015 0:00
1000056696,No,Thanksgiving Park Phase 6,3401 N. Thanksgiving Way,Lehi,UT,84043,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,142880,"",Office: Administrative/Professional,Thanksgiving Development,4/9/2015 0:00
1000056699,No,American Lake VA Building 18,VA Puget Sound - American Lake Division,Tacoma,WA,98493,US,LEED-CI v2009,"","","",No,Government Use: Federal,19181,"",Office: Government,U.S. Department of Veterans Affairs,4/9/2015 0:00
1000056700,No,"SDB1, Nagpur","Infosys Ltd., Nagpur SEZ Co-Developer",Nagpur,Maharashtra,441108,IN,LEED India 2011 NC,"","","",No,Corporate: Privately Held,675000,"",Office: Mixed-Use,Infosys Ltd.,4/10/2015 0:00
1000056701,No,China Communications Financial Plaza,Hengqin Finacial Industry Base,Zhuhai,Guangdong,519031,CN,LEED-CS v2009,"","","",No,"Investor: REIT, Publicly traded",1378842.57,"",Office: Mixed-Use,China Communications South Invest Co.Ltd,4/10/2015 0:00
1000056703,No,Clark Nexsen Asheville Office Upfit,301 College Street,Asheville,NC,28801,US,LEED-CI v2009,"","","",No,Corporate: Privately Held,5000,"",Office: Administrative/Professional,"Clark Nexsen, Inc.",4/10/2015 0:00
1000056706,No,505 Church St,505 Church St,Nashville,TN,37219,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,658242,"",Multi-Family Residential: Apartment,Giarratana Development,4/10/2015 0:00
1000056707,No,770 L Street,770 L Street,Sacramento,CA,95814,US,LEED-EB:OM v2009,"","","",No,"Investor: REIT,Non-traded",181607,"",Office: Administrative/Professional,"AMP Capital 770 L Property, LLC",4/10/2015 0:00
1000056710,No,Wheaton Grandview,Grandview Avenue,Wheaton,MD,20902,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,235715,"",Multi-Family Residential: Apartment,"SC/BA Wheaton Apartments, LLC",4/10/2015 0:00
1000056714,No,"HFHSL Bulk Registration, 4-10-2015","\\\"\\\"","\\\"\\\"","\\\"\\\"","\\\"\\\"",US,LEED-HOMES v2008,"","","",No,"",0,"","","\\\"\\\"",4/10/2015 0:00
1000056715,No,VAMC Canandaigua OPC 1-4,400 Fort Hill Avenue,Canandaigua,NY,14424,US,LEED-NC v2009,"","","",No,Government Use: Federal,289571,"",Healthcare: Outpatient Office (Diagnostic),Veterans Administration,4/10/2015 0:00
1000056716,No,11th and Constitution,1050 Constitution Avenue,PHILADELPHIA,PA,19112,US,LEED-CS v2009,"","","",No,"Investor: REIT, Publicly traded",175000,"",Warehouse: General,"Liberty Property Synterra, LP",4/10/2015 0:00
1000056720,No,Defiance CSD - New 6-12 School - OFCC,1755 Palmer Drive,Defiance,OH,43512,US,LEED FOR SCHOOLS v2009,"","","",No,"Educational: K-12 School, Public",229916,"",Core Learning Space: K-12 High School,Defiance City Schools,4/10/2015 0:00
1000056721,No,SCS-Biloxi,2560 Beach Blvd.,Biloxi,MS,39531,US,LEED-CI v2009,"","","",No,"Educational: College, Private",14439,"",Core Learning Space: College/University,Tulane University,4/10/2015 0:00
1000056726,No,Mavisehir Spor Akademisi,Mavisehir Mah. Aziz Nesin Bulvari No:125,Izmir,Izmir,35590,TR,LEED FOR SCHOOLS v2009,"","","",No,Corporate: Privately Held,70204,"",Core Learning Space: K-12 High School,Izka Gayrimenkul PR Turizm Ins. Tic.,4/13/2015 0:00
1000056730,No,Capital One - West Creek 4,15040 Capital One Drive,Richmond,VA,23238,US,LEED-CI v2009,"","","",No,"",124881,"",Office: Financial,"\\\"\\\"",4/10/2015 0:00
1000056731,No,PARK LOUNGE CENTRE,"Changping Distrcit,",Beijing,Beijing,100192,CN,LEED-CS v2009,40,"","",No,Corporate: Publicly Traded,586772,"",Office: Mixed-Use,China Merchants Property Development Co.,4/11/2015 0:00
1000056734,No,"SFA - Phase II, New Production Facility",b,Storrs,CT,6269,US,LEED-NC v2009,"","","",No,"Educational: College, Public",50000,"",Core Learning Space: College/University,University of Connecticut,4/12/2015 0:00
1000056736,No,DTCM Headquarters,Al Safa 2nd,Dubai,AE,1626,AE,LEED-NC v2009,"","","",No,"Government Use: Local, City",150410,"",Office: Government,Department of Tourism,4/13/2015 0:00
1000056742,No,Portales Corporate Center I,4800 N Scottsdale Road,Scottsdale,AZ,85281,US,LEED-EB:OM v2009,"","","",No,Investor: Insurance Company,275575,"",Office: Administrative/Professional,Principal Real Estate Investors,4/13/2015 0:00
1000056743,No,CLR-027,1 Radar Avenue,Clear,AK,99704,US,LEED-NC v2009,"","","",No,Government Use: Federal,1694,"",Public Order and Safety: Fire/Police Station,United States Army Corps of Engineers,4/13/2015 0:00
1000056744,No,510 W. 22nd Street,510 West 22nd Street,New York,NY,10011,US,LEED-CS v2009,"","","",No,Corporate: Privately Held,156172,"",Office: Mixed-Use,"510 West 22nd Street Partners, LLC",4/13/2015 0:00
1000056745,No,DC MHCR - Data Center Consultores,"San JosU, Calle Blancos contiguo al Ministerio de Educaci_",San Jose,"\\\"\\\"",0,CR,LEED-NC v2009,"","","",No,Government Use: State,14225,"",Data Center,Ministerio de Hacienda Costa Rica,4/13/2015 0:00
1000056746,No,759 Square-Victoria,759 Saquare Victoria,Montreal,QC,H2Y 2J7,CA,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,221502,"",Office: Administrative/Professional,Square Victoria Immobilier,4/13/2015 0:00
1000056747,No,Lighthouse Point Retail/Resi Development,5 Bay Street,Staten Island,NY,11231,US,LEED-NC v2009,"","","",No,Corporate: Privately Held,160000,"",Multi-Family Residential: Apartment,Triangle Equities,4/13/2015 0:00
1000056748,No,Health Care REIT Campus Lodge,4500 Dorr Street,Toledo,OH,43615,US,LEED-NC v2009,"","","",No,"Investor: REIT, Publicly traded",14070,"","Lodging: Hotel/Motel/Resort, Select Service","Health Care REIT, Inc.",4/13/2015 0:00
1000056749,No,Oficinas Ventas y Proyectos,"Urbanizaci_n Costa del Este, Avenida del Parque y Calle La",Panama City,"\\\"\\\"",0,PA,LEED-NC v2009,"","","",No,Corporate: Privately Held,15719.72,"",Office: Mixed-Use,"Ventas y Proyectos, S.A.",4/13/2015 0:00
1000056752,No,Oceanwide Plaza - North Tower,1111 S. Flower St,Los Angeles,CA,90015,US,LEED-NC v2009,"","","",No,"",714000,"","Lodging: Hotel/Motel/Resort, Full Service","\\\"\\\"",4/13/2015 0:00
1000056753,No,Oceanwide Plaza - South Tower,1199 S. Flower St,Los Angeles,CA,90015,US,LEED-NC v2009,"","","",No,"",603000,"",Multi-Family Residential: Condominium,"\\\"\\\"",4/13/2015 0:00
1000056754,No,Oceanwide Plaza - Retail,1188 S. Figueroa St,Los Angeles,CA,90015,US,LEED-CS v2009,"","","",No,"",166500,"",Retail: Other Retail,"\\\"\\\"",4/13/2015 0:00
1000056755,No,Portales Corporate Center II,4900 N Scottsdale Road,Scottsdale,AZ,85251,US,LEED-EB:OM v2009,"","","",No,Investor: Insurance Company,173000,"",Office: Administrative/Professional,Principal Real Estate Investors,4/13/2015 0:00
1000056756,No,Citimortgage Progress Point,1000 Technology Drive,Ofallon,MO,63368,US,LEED-EB:OM v2009,"","","",No,Corporate: Publicly Traded,515000,"",Office: Financial,Citimortgage,4/13/2015 0:00
1000056757,No,MCN Eufaula Indian Health Center,1000 Hospital Road,Eufaula,OK,74432,US,LEED-NC v2009,"","","",No,Non-Profit (that do not fit into ot,73300,"",Healthcare: Clinic/Other Outpatient,Muscogee (Creek) Nation Dept. of Health,4/13/2015 0:00
1000056758,No,Patterson Hall Renovation,120 Keeneland Drive,Lexington,KY,40526,US,LEED-NC v2009,"","","",No,Government Use: State,54934,"",Core Learning Space: College/University,University of Kentucky,4/13/2015 0:00
1000056759,No,700 13th Street,700 13th Street,Washington DC,DC,20005,US,LEED-EB:OM v2009,"","","",No,Corporate: Privately Held,251138,"",Office: Administrative/Professional,700 Thirteenth Street LLC,4/13/2015 0:00
